Movie,URL,Comments
Love by Drowning,https://www.rottentomatoes.com/m/love_by_drowning,['ERROR']
Mickey and the Bear,https://www.rottentomatoes.com/m/mickey_and_the_bear,"['""Mickey and the Bear"" unfolds languidly, allowing tension to build slowly, intimately.', 'Every shot in ""Mickey and the Bear"" is scrupulously judged but never overworked or fussy, resulting in a movie that is as artful as it is unforced.', 'Even at its most dire, Mickey and the Bear is tinged with an almost holy hope for all involved, a rare and remarkable feat to pull off so well for a first-time director indeed.', ""Through these complicated dynamics, Morrone navigates her character's many highs and lows with a touching sense of authenticity."", ""The best thing one can say about Attanasio's approach to this material... is that she understands how complicated people's lives are when on the surface their issues might seem cut-and-dried."", 'Small but deeply felt.', 'An almost perfectly realized drama that feels as if it was time-warped in from 40 or 50 years ago, when people still wanted to see movies about people living in the actual world.', '[A] sturdy, watchable character drama...', 'Mickey and the Bear explores failed ambition, familial guilt, and adolescent rebellion, and its precise execution ensures this story is one of female resilience and self-will.', ""There's undeniable emotional resonance in Annabelle Attanasio's Mickey and the Bear."", 'An assured debut that heralds a sensitive and dynamic filmmaking talent.', '""Mickey and the Bear"" reps an assured feature debut for Annabelle Attanasio, who wrote and directed this straightforward but skillfully nuanced drama about a troubled father-daughter relationship.']"
Hustlers,https://www.rottentomatoes.com/m/hustlers_2019,"['Hustlers is a triumph.', ""It's easy to get lost in the visceral joy that comes with watching women move this way."", ""A heist thriller-cross-social drama, Hustlers' weight is wrapped in the veneer of diamantés and stilettos, but there is real substance here."", '...the script and plot are dull and obvious. The attempted humour is anything but funny.', 'The hard-boiled exchanges between the women have a genuine exuberance, recalling Hollywood movies of the 1930s where showgirls trade wisecracks backstage.', ""As good as Lopez and her onscreen accomplice Constance Wu are, they can't act what isn't in the script; other than a dedicated work ethic, we're never given access to their thoughts."", ""Through the peephole of Lorene Scafaria's camera, a world pirouetting on and catering to the male gratification becomes a joyous playground for women's empowerment."", ""So here come words we weren't necessarily expecting to write : give Jennifer Lopez the freaking Academy Award for Best Supporting Actress right now."", ""With a refreshingly dynamic soundtrack and impressive costume design, it's fair to say that almost everything about the film works as intended"", ""[It] understands its characters, understands its world...it's fun, and I thought Jennifer Lopez was very, very good."", ""Hustlers recreates the riveting crime story for a semisweet feel-good movie that's entertaining from start to finish."", 'Hustlers is arguably the finest performance Jennifer Lopez has ever given, and there is no way for me to be unbiased about that fact. Her performance is as magnetic as it is layered, loving and warm as it is fearsome and dangerous.', 'Constance Wu, Mette Towley, Keke Palmer, Lili Reinhart and a cameo by ex-stripper Cardi B add magic as the women go from self-help, to self-employment, to self-infliction.', 'Jennifer Lopez [is] just absolutely astounding in every single way.', ""Lopez is captivating with all the right moves, and there's not a bad performance in the house, albeit most feel smaller."", 'J-Lo is the only reason to see it.', ""It's meant as a compliment when strong females are called ballsy, but it would be truer to say that J-Lo's extraordinary creation is vagina-y."", 'Hustlers is a classically made film about capital - sexual, social and financial.', 'A lean, fierce take on the nature of female empowerment in an inherently corrupted world.', 'This is a deeply feminist film, one where men are given less screen time than the cameoing Cardi B and Lizzo.', 'An immediate entrant into the pantheon of female friendship movies, Hustlers-a pretty much perfect film-makes plain the hollowness of so many other iterations of girl power in studio projects. You can feel its heart beat.', 'Hustlers is the mashup of Showgirls, Goodfellas, and The Big Short that we never knew we needed.', ""Scafaria's film is always a blast to watch, resulting in a surprising level of emotional depth."", ""The film is at its best when it's about the bond between the women, but it's a theme that doesn't hit home until far too late."", ""Hustlers is a Goodfellas-style caper. But here, the fellas are easy marks. It's the women who - to quote cast member Cardi B - make the money moves. The satisfaction is undeniable."", ""Scafaria is their champion, and her movie is their celebration, and I can't wait for audiences all over the world to get the chance to see that for themselves."", ""At heart Hustlers is a bit retro, both a callback to the ditzy gold-diggers of the 1930s and a high-energy, montage-heavy crime caper in the Scorsese vein, as these likeable good-gals turn the tables on Wall Street's most lascivious wolves."", '""Hustlers"" doesn\'t dig as deep into the particulars of its maneuvering as it could, but it leaves its mark as a forceful piece of girl power. Don\'t hate the players when the game\'s this much fun.', ""Yet, while it's superficially entertaining, this true-life tale of the lap dancers who drugged their clients and maxed out their credit cards is, like visiting a strip club, ultimately a bit depressing."", 'The focus here is on the characters and their relationships, doing their best to take care of their families, both the ones by birth and the ones by choice.', ""Hustlers has everything going for it. It's brimming with energy, respects its characters and makes you think. If you're looking for a great time at the theater that also boasts artistry and heart, Hustlers is undoubtedly one of the best options of 2019."", 'Bawdy, lusty and in your face...', ""There's something delicious about the way Hustlers delivers on its promise of glitz, sex, and raunchiness while delving far enough beneath the surface to subvert the genre."", 'Hustlers asks what a movie like Goodfellas looks like with women at the center of the story.', 'The figurative runaway limo these women are riding in is headed for a crash. But oh, the ride is glorious!', ""Jennifer Lopez does her best work in years, but it's Constance Wu who anchors the story with a grounded and natural performance."", 'Hustlers, it must be said, is hustle incarnate.', ""It's a full-fledged epic, made by and about women, and proof positive that female-centered films can flourish without being based on a pre-existing male-based IP."", ""Don't miss Hustlers. It's not only a dazzling crowd-pleaser but also one of the best films of the year hands-down."", 'This is girlie ""Goodfellas,"" and it\'s an energizing instant crime classic, a shot of adrenaline cloaked in cocoa butter.', ""Although the film is filled with strong female characters, this isn't a triumph of female empowerment, nor is it really a feminist film. It is a film of anger and sadness at the stacked decks of our social and economic structures."", 'A solid caper movie rooted in the challenges associated with running any criminal enterprise -- a more modest version of Goodfellas, with less blood, and more skin.', 'You root for them and for the film, which is over too quickly; you just want to hang with these women a little longer.', 'The film is remarkable for capturing a brewing conflict between women while also celebrating their connection.', '...a heartwarming tale of friendship, family, and shopping. Cardi B and Lizzo are brilliant in all too brief dramatic roles.', ""When all the pieces of Hustlers come together, you're left realizing just how full an experience this film is."", 'I wish the movie had a little more of a mature exploration of what these women were feeling inside while doing these things.', 'Lopez and company remind us there\'s more than one kind of story worth telling about money, sex, women and, as Burt Lancaster put it in another New York story, ""Sweet Smell of Success,"" the greedy murmur of little men.', 'Much of the script crackles in its portrayal of both larceny and female friendship, but it frequently leaves out what seems like essential connective tissue.', 'Hustlers is brash, often crude and unabashedly chaotic, but it is its ""buddy movie"" sensibility which ultimately wins the day. A robustly made, beautifully acted and decidedly engaging story about some unlikely heroines.', 'Consisting of the scrappy storytelling qualities of an indie film yet having the crowd-pleasing mentality of blockbusters, Hustlers will hopefully pave the way for investment in these types of narratives.', 'It plays like a camp version of Steve McQueen\'s Widows mixed with Showgirls and Lopez is unforgettable as the mink-clad strip-club diva purring: ""Climb in my fur.""', ""A lush, lavish joy that's difficult to forget."", ""A Best Actress Oscar nomination for Jennifer Lopez? You better believe it. As a stripper who can work a pole better than rivals half her age, Lopez is that dazzling, that deep, that electrifying. This you don't want to miss."", ""Director Lorene Scafaria evidently thought that low-grade sex and crime could be done as high-class Sturm und Drang. It can't. Unless you're Martin Scorsese in a purple streak."", ""If you want to see JLo in her best role in 21 years, since she dallied with George Clooney in Out of Sight, you've come to the right naughty place."", ""The movie seems to view any examination of its characters' motives, their working conditions or the consequences of their actions as a kind of betrayal."", 'A high-heeled crime caper with rollicking energy and an emotional left hook. Think ""Goodfellas"" in glitter.', ""In this raunchy, gloriously liberated revenge fantasy, Lopez rules with seductive, triumphant authority. Not only do we climb into her fur, we'll happily follow her anywhere."", ""A giddily entertaining homage to female power that illuminates bold ambition in its stars and director alike, Hustlers is the kind of era-defining film that Hollywood didn't know it needed."", 'Without treading into over-sentimentality or, worse, hollow signalling to the most well-trod tropes of female friendship on screen, Hustlers takes a more organic view of the mercurial intimacies between its lead women.', 'Captivating, hilarious and intriguing, Hustlers is an enticing display of sisterhood, feminism, and tenacity.', 'A thrilling story filtered through the female gaze - and all the more commanding for it.', ""[The Meddler] was [director Lorene] Scafaria's last effort behind the camera, and while it's a more than worthy showcase for her abundant talent, Hustlers rockets past it with mesmerizing exuberance."", 'Lopez gives her most electrifying screen performance since ""Out of Sight,"" slipping the movie into her nonexistent pocket from the moment she strides out onto a neon-lighted stage in a rhinestone bodysuit.', 'Breaking the rules has never seemed so fun . . . or so necessary.', ""Beneath all the chinchilla and body glitter, there's a smart, beating heart."", ""It's also funny, empowering, sexy, emotional, and a bit scary, with most of those superlatives coming care of a full-force performance from Jennifer Lopez genuinely deserving of awards consideration."", ""There is nobody to root for here, an issue that leads to checking one's watch midway through the show."", 'An enjoyable, empowering extravaganza of physical humor, clever scriptwriting, exquisite fashion and scantily clad underdogs.', '""Hustlers"" humanizes the women at its center, giving them boyfriends, backstories and, most importantly, agency.', 'Blessed with one of the most memorable entrances in recent cinema history, Lopez slinks through Hustlers with a deceptive ease, as in control of the film as her character is of her situation.', 'Scafaria validates her heroines from the start by focusing on them as women whose internal struggles and friendships with each other are far more interesting than their obvious physical allure.']"
Oppenheimer,https://www.rottentomatoes.com/m/oppenheimer_2023,"[""What he [Nolan] has put before our eyes definitively deserves to be seen, as does Cillian Murphy's performance in the role of Oppenheimer and the irreconcilable but fantastic Robert Downey Jr. in the role of Lewis Strauss. [Full review in Spanish]"", 'This is a complex look at a complicated man, but Oppenheimer unequivocally establishes that this is a story worth telling -- and that Nolan was the perfect filmmaker to do it.', 'Every scene feels like a cataclysm waiting to happen, fitting for a film that builds, step-by-step, to the creation of a cataclysm machine. Oppenheimer both summons awe for what it took to build the bomb and for the changes it wrought.', 'As he corrals the world’s scientists to follow behind him Robert Oppenheimer is magnetic, more akin to a cult leader than a lowly whitecoat.', ""[Nolan] captures that theoretical aspect of Oppenheimer on the screen in very personal moments... that energy, that swirl of passion in the unknown it's all there, and it is phenomenal to watch."", 'Christopher Nolan’s newest film is jarring and memorable, an ode to creation and consequence.', 'Everything about Christopher Nolan’s latest movie is massive. The level of shock and awe is breathtaking, but it can also be taxing.', 'Befitting his paradigm-shattering protagonist, Nolan so audaciously merges form and content that he completely upends the ‘great-man’ biopic.', 'Starring Cillian Murphy, and his cheekbones, the film is dense, ambitious, complex, so very long (three hours) and impressive, even if it does drag by the end.', 'Thanks to Nolan and Murphy, we see the full Oppenheimer -- neither monster nor savior, victim nor villain, but in the end, just a man.', 'This is a very heady, brainy spectacle. A thesis. A portrait of a genius, his triumphs and shame.', 'The movie is as sluggish as if Nolan were underlining the script’s most salient passages onscreen...', 'This is a film with intelligence, purpose and historic value.', 'It’s a movie like no other, dragging us into the collective guilt of history.', 'For the most part, the film is a towering achievement.', '... scientific and historical accuracy are key. Fortunately for fans of both, ""Oppenheimer"" delivers in telling the truth about the story of the Manhattan Project, at least as much as can be expected of a Hollywood blockbuster.', 'Nolan’s Oppenheimer barely qualifies as a biopic... Instead it’s a movie investigating the nature of power: how it is created, how it is kept in balance, and how it leads people into murky quandaries that refuse simplistic answers.', 'Christopher Nolan’s blockbuster captures the scientific triumphs and monstrous sins of the Manhattan Project.', 'Not since The Master, perhaps, has a filmmaker used the large gauge to such intimate effect, making a vast canvas from one man’s troubled features.', 'Nolan discards the dates and details of traditional biopic storytelling, which is a frustrating if evocative choice. He thrusts us headlong and simultaneously into the advent and fallout of the nuclear arms race with [a] nagging insistence', 'A story of ordinary men and women caught up in extraordinary times. What they created really did “change the world,” but no one here rises to the level of hero, or even tragic hero, and even the villainy on display is more vanity than anything else.', 'Perhaps in trimming the story to three hours, some of the male-female narrative connective tissue was cut, which may be why, for all its fascinating moving parts, the busy biopic isn’t more emotionally explosive.', 'Perhaps inevitably, it falls short of its ambitions. But it’s bracing to see a studio movie these days, particularly one with such huge scope, that at least attempts to serve up more than recycled goods.', ""Nolan's time-hopping structure works brilliantly in a film about men who compartmentalize their jobs as well as their being - separating ambition from morality - to propel science forward and set humanity back. Last act fumbles a jerry-rigged catharsis."", 'Nolan has set out to make a moral epic, and he succeeds for the most part, or, rather, for the first two thirds of “Oppenheimer,” which contains some of the finest, most galvanizing moviemaking of his career.', 'Nolan’s film... is one I couldn’t help but admire, even if, like the observers of the Trinity test, I could observe it only from a distance, at once awed and ambivalent.', 'Christopher Nolan deserves every superlative for his take on J. Robert Oppenheimer (a flawless Cillian Murphy), the dark knight of the atomic age. This terrifying, transfixing epic emerges as a monumental achievement on the march into screen history.', 'Nolan has crafted something so exhilarating that its more maddening aspects can’t help but stick out like a sore thumb, and I’ll be curious to discover if my opinion of the finished product improves or diminishes on a second watch.', 'Mr. Nolan’s utterly enthralling film lasts three hours. But despite being as talky as a math seminar, it crackles, hurtles and whooshes, generating more suspense and excitement than anything found in the alleged climaxes of the recent superhero pictures.', ""Nolan's film illuminates not only the intellectual life and complicated legacy of one of America’s most consequential scientific minds but also the array of opposing, divided systems that drove his ambition and determined his actions."", 'Nolan isn\'t interested in scaling down or tidying up. Heck, no one expects a bomb to go off cleanly, and there\'s plenty to sift through in ""Oppenheimer\'s"" shrapnel. People will likely be going through it for years.', 'With its everyone-and-the-kitchen-sink casting, alternating between color and black and white, fit-for-Imax spectacle and Ludwig Göransson’s pounding musical score, Oppenheimer seeks to overwhelm the audience, an approach that works to an extent.', 'At three hours, it is too long -- as, sigh, all films are these days -- but compared with the dimension-bending twists and trickery of the films that made Nolan a superstar director, Oppenheimer feels classier, more serious.', 'If Hollywood is ending as we know it – and all signs on that question point to a strong “maybe” – then Oppenheimer is the ideal movie to finish us all.', 'Despite being overlong and unevenly paced, Oppenheimer contains moments of greatness and features one of the most compelling lead performances (by Cillian Murphy) in recent memory.', 'The movie is so vigorously directed, not only in terms of sight but also sound, that probably the best a critic can do is point you toward the experience and say, “It’s that.”', 'However you choose to view “Oppenheimer,” it’s the picture of a man who reaped everything he sowed.', 'What I can say for sure is that “Oppenheimer” far too often feels like a three-hour Wikipedia entry than a compelling movie.', ""Though they may seem disparate, the many elements of Oppenheimer refract and reflect each other, like a bunch of atoms creating a chain reaction or a group of scientists building off each other's ideas to forge something new."", 'Either despite its intense craft or because of it, Oppenheimer works.', 'For all we learn about the creation and execution of the atomic bomb and its aftermath, the story could and should be told in a more digestible form. Instead, we have an overlong narrative that isn’t revelatory or surprising.', 'Elevated by Cillian Murphy’s exacting performance, Nolan’s biopic on the father of the atomic bomb is majestic and morally complex.', 'This is dense material that’s thoroughly engrossing and by its end, shattering.', 'Murphy’s eerily handsome face, made up of angles and shadows and eyes that always seem to be telling a story that’s different from the one he’s speaking, is the film’s foundation, and his layered performance is its anchor.', 'It’s Christopher Nolan’s best film so far, a step up to a new level for one of our finest filmmakers, and a movie that burns itself into your brain.', 'It’s more impressive for how the director has made such a personal narrative feel epic, not just in visual breadth but in dramatic sweep, presenting a story from the past that feels knotted to so many present anxieties about nuclear annihilation.', 'As a physical experience, ""Oppenheimer"" is something else entirely—it\'s hard to say exactly what, and that\'s what\'s so fascinating about it.', 'My patience wore thin as the director gave into one of his favorite indulgences: a bleeding soundscape.', ""Nolan's best film to date and a spectacular achievement for cinema."", 'Oppenheimer is like atomic physics: Each tiny spark interlocks to create a massive, breathtaking, terrifying, conflagration.', 'Christopher Nolan has done it again. He’s taken a historical story we know a bit about and turned it into an edge-of-the-seat, heart-in-the-mouth drama.', 'This is a film about terrible risks and a planet likely destined to destroy itself someday. And we see it, and feel it.', 'The simultaneously old-school and new-school gorgeousness of Oppenheimer can’t be overstressed.', '[An] often laborious yet genuinely strange and gripping movie -- a grand spectacle inspired by some of the grimmest events in human history, and itself an invention meant to blow us all away.', 'Its best moments stand out as some of the most original and exciting filmmaking of the year, highs that do a lot to counterbalance the sequences which dive back into bureaucracy and comparatively petty rivalries.', 'Downey is the crucial supporting player, and he gives a shrewd, dynamic performance as the wily, insecure, powerful Strauss.', 'Nolan taps the full sensory potential of moviemaking, pushing picture and sound to meet the scale of the story: clever lines dot the script; the whole project is admirably willing to wrestle with matters of great weight through cinema.', '“Oppenheimer” is a great achievement in formal and conceptual terms, and fully absorbing, but Nolan’s filmmaking is, crucially, in service to the history that it relates.', '[Nolan] has brought to life not just J. Robert Oppenheimer, but the still-crucial arguments he both started and tried to end. Oppenheimer boldly posits that those arguments are still worth having, in a film of magnitude, profundity and dazzling artistry.', 'Nolan demonstrates his usual prowess for impeccable visuals and stunning craftsmanship within a deeply despairing portrait of an arrogant genius who, too late, realised the impact of his monstrous creation.', 'Oppenheimer is a movie with power, texture and grace. By the end, we begin to understand its subject, even if we remain baffled by a genius who somehow divorced himself from the damage his theoretical project would do.', 'The movie around Murphy is simultaneously breathtaking and mind-melding.', 'Simultaneously a biography, a mystery, a polemic, and a dense character study, Oppenheimer feels like the film Christopher Nolan has been preparing to make his entire career, and it may very well be his best work.', 'That rare summer movie with ideas as big as its ambition and budget...But ""Oppenheimer"" isn\'t a movie that is dependent on special effects for its power. In a film aimed squarely at adults, Nolan keeps the focus as much on the man as the magic.', 'One of the many satisfactions of Oppenheimer, Nolan’s intellectually thrilling and morally despairing new film, is that it succeeds in locating some of those conventions within another of his ingeniously constructed narrative labyrinths.', 'Only Nolan could make this potentially forbidding subject matter so thrilling.', 'Any filmmaker can create a cinematic universe. (Many have. Too many, some might say.) Very few can show you how a genius perceives the building blocks of our universe, right before that same person imagines something that threatens our existence in it.', 'The acting is uniformly brilliant, with Murphy, Downey and Blunt simply astounding.', 'The filmmaker’s technique generally counterpoints any caveats and script imperfections. The ensemble cast is starry and strong. ... “Brilliance makes up for a lot,” Murphy’s Oppenheimer tells us. It sure does.', 'Magnificent. Christopher Nolan’s three-hour historical biopic Oppenheimer is a gorgeously photographed, brilliantly acted, masterfully edited and thoroughly engrossing epic that instantly takes its place among the finest films of this decade.', ""A juggernaut historical biopic that you'll want to see again asap, even if it doesn’t all work on the first sweep."", 'It’s at once a speeding roller-coaster and a skin-tingling spiritual portrait; an often classically minded period piece that only Nolan could have made, and only now, after a quarter-century’s run-up.', 'Large swathes of the film play out as political thriller, the fuel in its engine being Downey Jr’s titanic colouring of Strauss, all boorishness and manipulative charm.', 'Oppenheimer joins the ranks of Christopher Nolan’s best work not for preserving some essential inexplicability of nuclear physics but by undermining the idea of science’s objectivity.', 'A masterfully constructed character study from a great director operating on a whole new level. A film that you don’t merely watch, but must reckon with.', 'Cillian Murphy turns in a haunting career-best performance as theoretical physicist J. Robert Oppenheimer, and Robert Downey Jr. astounds in a way we haven’t seen in quite some time.', 'Christopher Nolan’s Oppenheimer is a kinetic thing of dark, imposing beauty that quakes with the disquieting tremors of a forever rupture in the course of human history.', 'Like its protagonist, Oppenheimer is a work in constant conflict with itself, with most of its problems rooted in Nolan’s screenplay.', 'Oppenheimer is a movie that makes you say “Oh my God” over and over again -- in awe and in terror.', 'Oppenheimer is a tour de force. An unmatched director at the top of his game throwing off the shackles of science fiction and superheroes to tell the raw story of one man’s transformation into something both more and less than a human being.', 'Cillian Murphy, with a thousand-yard beam, the half-smile of an intellectual rake, and a way of keeping everything close to the vest, gives a phenomenal performance as Oppenheimer, making him fascinating and multi-layered.', 'Its scope comes from Murphy’s haunted performance, and the way that the movie (with help from Ludwig Göransson’s panic attack of a score) submerges you in the mindset of its protagonist as though it can create a psychic connection to the past.', 'Oppenheimer is a mainstream offering of uncommon resonance, sending the viewer out of the theater head-spun and itchy-eyed, ears ringing from all its sophisticated, voluble explosion.', 'Intelligent non-IP-driven filmmaking on a scale we simply don’t see in movie theaters anymore.', 'This is the big bang, and no one could have made it bigger or more overwhelming than Nolan.', 'This is a big, ballsy, serious-minded cinematic event of a type now virtually extinct from the studios. It fully embraces the contradictions of an intellectual giant who was also a deeply flawed man.', 'The most breathtaking film of the year.', '“Oppenheimer” offers an indelible portrait of the age when people began wielding power they couldn’t necessarily control, and few movies have so disturbingly crystallized the horror of opening Pandora’s box.', 'A divided epic of awe and horror, fission and fusion. It’s simultaneously a unified portrait of a conflicted man and a singular achievement for Hollywood’s reigning blockbuster auteur.']"
Another Round,https://www.rottentomatoes.com/m/another_round,"[""The last shot of this film [is] as indelible as any you'll find..."", ""The film is well directed. It is well acted. Mikkelsen is always as compelling as his cheekbones. But it's so muddled in its thinking -- alcohol is good; no, it's bad... but good -- that it ends up with nothing of value to say."", ""It's about a lack of you-ness, forgetting who you are. There's emotional charge to that ending..."", ""Alcohol is a dangerous pal, the film seems to be saying, but that does not mean it can't still be a pal. For some. Under certain conditions."", 'A heady, vibrant, funny film about Danish drinking culture and middle-aged angst. But it also speaks to the great personal pain that lies hidden within its frames.', 'Another Round is made irresistible by Mikkelsen: such a noble face, such a wonderful presence even when most withdrawn, battered and saddened.', 'If it says nothing new about the dangers of over-indulgence, Another Round is funny and rich, a fresh, perfectly played, clear-eyed take on middle age ennui. Intoxicating.', ""Another Round has the lurching rhythm of a drinking session. All is great fun, or at least loudly harmless, right up the point when it isn't."", 'So much more than a gaudy comedy - a warning to hold onto what you love in life with all your might.', ""Another Round is a very entertaining film. It's energetic, attentively shot and exceedingly well acted - which is impressive because it's so easy to overdo playing drunk."", 'Even here, as a character with no discernible personality, Mikkelsen casts a sympathetic, believable shadow. His Martin is a nowhere man of great distinction, stuck in a nowheresville of a movie.', 'A peak-form Mads Mikkelsen stars in this hilarious and heartbreaking spellbinder as a Copenhagen high-school teacher who thinks day drinking might sharpen his faculties. The Oscar for Best International Feature belongs right here.', 'Thomas Vinterberg is incredibly astute when it comes to how humans behave in extraordinary circumstances.', 'Audaciously provocative and wickedly funny...', ""More than anything, Vinterberg's film is a coming-of-age fable in reverse, defined in equal measures by merriment and melancholy. And when these potent elements are mixed correctly, the effect is intoxicating."", 'I found it unsatisfying on a great many levels, despite the excellent performances of the four actors who play the teachers.', ""There's a louche '70s swagger to the film, as it follows this tightening band of brothers' increasingly erratic behaviour non-judgementally. The tragicomic tracing of male fragility is fascinating."", 'Smart and unflinching, Another Round is classic Vinterberg, and reminds us why Mikkelson has become such a hot property not just in Denmark, but internationally.', ""There is some quiet comedy about all this, but the film never breaks into the open plains of mirth. That's because it has a deep and rich lode of melancholy to mine."", ""The film features its share of trauma and tragedy, and the final sequence is bittersweet, but it's also one of the most purely entertaining, magnificent moments on film in 2020."", ""Another Roundis a breath of fresh air for anyone who has been starving for intelligent entertainment. It's invigorating and completely credible, thanks to Vinterberg's approach and the performances of his leading actors"", 'Another Round is a truly wonderful movie about trying to come to grips with life, anchored by terrific performances, infectious music, and a real understanding of the humming discontentment that all adults must learn to navigate in their own ways.', 'Mikkelsen is magnificent.', ""One of the director's most absorbing works."", ""The problem is not the substance, it's the person, and with Another Round, Vinterberg has crafted a beautiful dissection of that conundrum."", 'The Danish writer-director puts the topic on the table in disarming fashion but, in the end, literally dances away from it to reaffirm the status quo without significantly illuminating the issue as seemingly promised at the outset.', 'An intoxicated tale of midlife angst and catharsis and better living through Aquavit.', ""Mikkelsen elevates what could have been another traditional message movie about living life to the fullest even after you think you've had your final drink."", ""A stinging, gorgeously filmed tragicomedy about male insecurity and the power of positive drinking, it's the latest from the Danish provocateur Thomas Vinterberg..."", ""[Vintergerg] made the rare movie about getting shitfaced that's somehow neither a wallow in the gutter nor a fantasy of life without hangovers."", 'The filmmaking, for all its tipsiness, retains a striking lucidity...', ""Drink, drinking or binge-drinking -- there's some of that too -- can't begin to convey the wild beauty and emotional depth of this film."", '""Another Round"" is carefully and delicately wrought, the humor authentic and incidental, rippling with pathos and longing, carefully walking the line between drunken fun and the dark threat of alcoholism that looms.', ""Vinterberg's delicate, grounded direction and the actors' wonderfully loose performances insist upon authenticity, creating a tonal mishmash that's endearingly absurd."", 'Even if it springs few genuine revelations, this loping sine wave of a film still lands as an honest take on the high highs and low lows of a sodden Scandinavian lifestyle.', ""Pop some champagne, crack open the whisky and guzzle back that ice-cold beer. The feelgood film of this or any festival has arrived, and it's a boozy-woozy marvel."", 'Not many directors can pull off what Vinterberg does here, and with any other creator the conceit would probably devolve into an absurdly daft Adam Sandler comedy.', ""Another Round will prove to be a fruitful watch for those who are fans of the director's anxious social experiments; however, those who find his work to be a study in self-indulgent intellectualism should stay away."", 'A very pleasurable and sinful experience that could easily be made into an American movie à la The Hangover.', ""Larsen, Ranthe, and Millang are all terrific - acting drunk in a convincing way is no small feat, especially as they go through varying degrees of intoxication - but the film is ultimately Mikkelsen's show."", 'Another Round is a film of more quiet desperation and a more thoughtful morality, and it goes down with a kick.', ""Thomas Vinterberg's latest, like The Hunt, is ultimately a parable about breaking a social contract."", 'The movie turns out to be a frustrating and rather muddled experience, a ""socially relevant"" trifle that keeps undercutting itself.', ""A slightly flippant tragicomedy of booze and midlife defiance, based on a pseudoscientific theory which put me in mind of Humphrey Bogart's bleary dictum about the rest of the world being three drinks behind."", ""There's a fundamental thrill to watching Vinterberg and Mikkelsen find their groove again."", ""It's not just Mikkelsen in the lead, but three supporting actors including Festen's Thomas Bo Larsen who give the film its can't-look-away dynamic."", ""It makes for an appealing ensemble piece overall, as well as a great vehicle for Mikkelsen's vulpine beauty and nimble dance moves.""]"
Spiral Farm,https://www.rottentomatoes.com/m/spiral_farm,"['Not much happens in ""Spiral Farm,"" but what does is often heartbreaking.']"
Evergreen,https://www.rottentomatoes.com/m/evergreen_2020,"[""A sweet, simple journey, taking the scenic route through a young couple's brief-but-meaningful romance.""]"
